username,num_of_questions_answered,num_of_correct_answers,num_of_explanations,num_of_lectures,devicesUsed,confidence_level,payments,duration
u290773,27,9,20,1,mobile,4,0,0
u290774,10,4,0,0,web,4,0,0
u290775,7,4,6,0,web,3,0,0
u290788,6,1,0,0,web,0,0,0
u290789,6,3,0,0,mobile,0,0,0
u290798,5,1,0,0,web,0,0,0
u290799,12,7,4,0,mobile,0,0,0
u2908,286,198,288,9,Unknown,120,1,8640000000
u290808,6,1,0,0,web,0,0,0
u290809,10,4,0,0,mobile,0,0,0
u290819,4,2,0,0,mobile,2,0,0
u290820,5,5,0,0,web,0,0,0
u290821,34,23,20,0,mobile,0,0,0
u290822,39,25,38,1,mobile,0,0,0
u290823,6,2,0,0,web,0,0,0
u290825,10,7,0,0,web,0,0,0
u290826,8,4,0,0,web,0,0,0
u290827,6,2,0,0,web,0,0,0
u290830,14,9,7,0,mobile,2,0,0
u290831,27,13,17,1,web,0,0,0
u290832,59,45,50,0,mobile,0,0,0
u290834,6,4,0,0,web,0,0,0
u290835,9,4,0,0,web,0,0,0
u290837,6,2,0,0,web,0,0,0
u290845,6,2,0,0,mobile,0,0,0
u290850,4,3,0,0,web,0,0,0
u290851,12,6,1,0,mobile,0,0,0
u290878,6,2,0,0,web,0,0,0
u290886,1,0,0,0,web,1,0,0
u290887,8,2,0,0,web,0,0,0
u290892,7,2,0,0,web,0,0,0
u2909,783,522,740,35,web,694,0,0
u290918,869,731,891,130,mobile,1630,1,5184000000
u290919,7,1,0,0,mobile,0,0,0
u290930,7,4,0,0,web,0,0,0
u290931,6,4,0,0,web,0,0,0
u290940,3,0,0,0,web,6,0,0
u290943,6,3,0,0,web,0,0,0
u290944,40,23,32,0,mobile,1,0,0
u290946,10,10,0,0,web,0,0,0
u290947,3,2,0,0,web,1,0,0
u290950,6,5,0,0,mobile,0,0,0
u290951,6,1,0,0,web,0,0,0
u290952,6,4,0,0,web,0,0,0
u290953,6,3,0,0,web,2,0,0
u290954,13,6,1,0,mobile,0,0,0
u290955,1,1,0,0,web,0,0,0
u290956,6,5,0,0,web,0,0,0
u290957,10,6,0,0,web,0,0,0
u290978,21,16,12,0,Unknown,0,1,5184000000
u290979,6,3,0,0,web,0,0,0
u290982,267,172,259,1,mobile,7,0,0
u290985,168,105,165,3,mobile,56,0,0
u290986,5,4,0,0,mobile,4,0,0
u290987,1,0,0,0,web,0,0,0
u290991,7,1,0,0,mobile,4,0,0
u290994,4,1,0,0,web,0,0,0
u290995,1,0,0,0,web,0,0,0
u291018,14,10,2,0,mobile,1,0,0
u291019,6,2,0,0,mobile,0,0,0
u291025,17,0,10,0,mobile,1,0,0
u291031,10,3,0,0,web,0,0,0
u291042,21,15,13,0,mobile,0,0,0
u291043,1,0,0,0,web,0,0,0
u291044,10,6,0,0,web,0,0,0
u291047,4,2,0,0,web,0,0,0
u291051,7,4,0,0,mobile,0,0,0
u291053,5,2,0,0,web,1,0,0
u291054,6,3,0,0,web,2,0,0
u291055,1,1,0,0,web,0,0,0
u291056,593,361,445,20,web,145,1,7776000000
u291057,6,2,0,0,web,0,0,0
u291068,5,3,0,0,web,0,0,0
u291069,3,2,0,0,web,0,0,0
u291078,6,3,0,0,web,0,0,0
u291079,9,4,0,0,mobile,1,0,0
u291080,10,7,0,0,web,0,0,0
u291081,2,1,0,0,web,0,0,0
u291082,4,2,0,0,web,0,0,0
u291083,1,1,0,0,web,0,0,0
u291085,10,5,0,0,web,0,0,0
u291086,6,3,0,0,web,0,0,0
u291090,3,2,0,0,web,0,0,0
u291094,10,2,0,0,web,0,0,0
u291095,10,9,0,0,web,4,0,0
u291096,6,1,0,0,web,0,0,0
u291108,10,3,0,0,mobile,0,0,0
u291109,6,5,0,0,web,0,0,0
u291118,392,211,372,55,Unknown,184,1,5184000000
u291122,2,1,0,0,web,0,0,0
u291123,10,7,0,0,web,0,0,0
u291124,2,1,4,0,Unknown,0,2,10368000000
u291125,7,4,0,0,web,0,0,0
u291131,12,5,0,0,web,0,0,0
u291132,6,2,0,0,web,1,0,0
u291135,6,1,0,0,web,0,0,0
u291136,10,6,0,0,web,0,0,0
u291145,229,164,125,14,Unknown,100,2,10368000000
u291151,6,1,0,0,web,1,0,0
u291186,6,5,0,0,web,0,0,0
u291226,20,10,12,0,mobile,0,0,0
u291227,2,1,0,0,web,0,0,0
u291240,10,3,0,0,web,0,0,0
u291241,8,5,0,0,web,0,0,0
u291242,1,1,0,0,web,0,0,0
u291243,8,5,2,1,mobile,0,0,0
u291244,3,2,0,0,web,2,0,0
u291245,10,2,0,0,web,0,0,0
u291246,7,2,0,0,web,0,0,0
u291247,8,4,0,0,web,0,0,0
u291251,98,69,101,1,mobile,71,0,0
u291252,79,52,72,0,web,0,0,0
u291253,6,2,0,0,web,3,0,0
u291254,6,2,0,0,web,0,0,0
u291255,6,3,0,0,web,0,0,0
u291256,8,3,0,0,mobile,0,0,0
u291268,2,2,0,0,web,0,0,0
u291269,10,5,0,0,web,2,0,0
u291278,8,5,0,0,web,2,0,0
u291279,12,5,4,0,mobile,4,0,0
u291280,108,60,103,2,mobile,21,0,0
u291281,10,6,0,0,web,1,0,0
u291282,9,2,1,0,mobile,1,0,0
u291283,6,2,0,0,mobile,0,0,0
u291284,6,4,0,0,web,0,0,0
u291285,7,2,0,0,web,1,0,0
u291286,11,8,6,0,mobile,0,0,0
u291287,7,5,0,0,web,0,0,0
u291290,192,129,200,12,mobile,166,0,0
u291293,7,2,0,0,web,1,0,0
u291294,5,3,0,0,mobile,0,0,0
u291296,1,1,0,0,web,5,0,0
u291308,12,5,4,0,mobile,0,0,0
u291318,11,4,0,0,web,2,0,0
u291319,109,66,111,3,Unknown,25,1,7776000000
u291320,6,2,0,0,web,2,0,0
u291321,6,1,0,0,web,22,0,0
u291322,6,0,0,0,web,0,0,0
u291323,6,1,0,0,web,0,0,0
u291325,5,4,0,0,mobile,0,0,0
u291326,10,3,0,0,web,0,0,0
u291327,6,4,0,0,web,6,0,0
u291330,9,5,0,0,web,1,0,0
u291331,5,5,0,0,web,0,0,0
u291332,7,2,0,0,web,0,0,0
u291333,6,4,0,0,web,1,0,0
u291334,6,1,0,0,web,3,0,0
u291336,6,4,0,0,web,11,0,0
u291337,17,9,8,0,mobile,0,0,0
u291347,10,7,0,0,web,0,0,0
u291352,6,2,0,0,web,0,0,0
u291353,6,3,0,0,web,1,0,0
u291408,7,2,0,0,mobile,0,0,0
u291409,15,7,7,1,mobile,2,0,0
u291421,6,3,0,0,mobile,0,0,0
u291434,6,1,0,0,web,0,1,5184000000
u291435,9,6,0,0,web,0,0,0
u291440,6,3,0,0,web,0,0,0
u291442,6,3,0,0,web,0,0,0
u291443,1,1,0,0,web,1,0,0
u291444,10,7,0,0,mobile,0,0,0
u291445,2,0,0,0,mobile,0,0,0
u291446,7,2,0,0,web,0,0,0
u291447,5,1,0,0,web,0,0,0
u291450,6,1,0,0,web,0,0,0
u291451,6,3,0,0,web,6,0,0
u291452,6,3,0,0,web,1,0,0
u291453,9,5,0,0,web,0,0,0
u291454,6,1,0,0,web,0,0,0
u291455,6,2,0,0,web,3,0,0
u291457,6,3,0,0,web,0,0,0
u291468,124,95,113,0,mobile,4,0,0
u291469,6,3,0,0,web,0,0,0
u291478,1,0,0,0,web,0,0,0
u291479,17,8,19,0,mobile,47,0,0
u291480,6,2,0,0,web,0,0,0
u291482,6,3,0,0,web,1,0,0
u291484,32,19,24,1,mobile,0,0,0
u291485,9,5,0,0,web,2,0,0
u291486,7,3,0,0,mobile,3,0,0
u291487,6,2,0,0,web,1,0,0
u291490,8,3,0,0,web,1,0,0
u291492,6,1,0,0,web,0,0,0
u291494,0,0,0,2,Unknown,0,1,7776000000
u291496,6,2,0,0,web,12,0,0
u291508,6,3,0,0,web,2,0,0
u291509,6,2,0,0,web,0,0,0
u291518,10,3,0,0,web,0,0,0
u291519,26,12,24,3,web,1,0,0
u291520,6,4,0,0,web,0,0,0
u291521,55,49,55,1,mobile,2,0,0
u291522,138,94,131,0,web,15,0,0
u291523,450,308,448,24,mobile,36,0,0
u291524,10,9,0,0,web,1,0,0
u291525,6,2,0,0,mobile,0,0,0
u291526,7,4,0,0,web,0,0,0
u291527,6,4,0,0,web,0,0,0
u291530,2,2,0,0,web,0,0,0
u291531,4,2,0,0,web,1,0,0
u291532,7,4,0,0,web,0,0,0
u291533,10,6,0,0,web,0,0,0
u291535,6,2,0,0,web,0,0,0
u291536,6,3,0,0,web,0,0,0
u291540,6,1,0,0,web,0,0,0
u291541,6,3,0,0,web,0,0,0
u291554,10,5,0,0,web,0,0,0
u291555,5,2,0,0,web,0,0,0
u291568,9,1,0,0,web,17,0,0
u291569,8,5,0,0,mobile,0,0,0
u291596,8,3,0,0,mobile,0,0,0
u291597,6,1,0,0,web,3,0,0
u291623,6,1,0,0,web,2,0,0
u291640,7,2,0,0,web,0,0,0
u291641,7,3,0,0,web,4,0,0
u291642,6,4,0,0,web,0,0,0
u291643,9,7,0,0,web,4,0,0
u291644,23,12,16,0,mobile,11,0,0
u291645,1,0,0,0,web,0,0,0
u291646,6,3,0,0,web,0,0,0
u291647,87,69,88,1,mobile,2,0,0
u291650,10,7,0,0,web,3,0,0
u291651,3,1,0,0,web,2,0,0
u291652,8,4,0,0,web,23,0,0
u291654,6,1,0,0,web,1,0,0
u291655,6,2,0,0,web,1,0,0
u291656,1,0,0,0,web,0,0,0
u291678,10,3,0,0,web,32,0,0
u291682,6,3,0,0,web,0,0,0
u291683,8,3,0,0,web,1,0,0
u291684,1,0,0,0,web,0,0,0
u291685,9,3,2,1,mobile,1,0,0
u291686,10,2,0,0,web,0,0,0
u291687,6,3,0,0,web,0,0,0
u291690,6,4,0,0,web,1,0,0
u291693,6,4,0,0,web,0,0,0
u291695,7,1,0,0,mobile,0,0,0
u291696,32,24,24,0,mobile,1,0,0
u291697,7,4,0,0,web,0,0,0
u291709,4,3,0,0,web,0,0,0
u291718,6,2,0,0,web,0,0,0
u291721,3,1,0,0,web,5,0,0
u291723,672,460,573,43,mobile,68,2,10368000000
u291724,6,3,0,0,web,7,0,0
u291725,6,1,0,0,web,0,0,0
u291726,1,1,0,0,web,1,0,0
u291730,6,2,0,0,web,2,0,0
u291732,6,2,0,0,web,0,0,0
u291734,6,3,0,0,web,0,0,0
u291735,6,1,0,0,web,2,0,0
u291736,6,2,0,0,web,2,0,0
u291737,5,4,0,0,web,0,0,0
u291742,6,4,0,0,mobile,0,0,0
u291756,6,2,0,0,web,2,0,0
u291780,6,5,0,0,web,0,0,0
u291781,1,0,0,0,web,2,0,0
u291794,6,4,0,0,web,0,0,0
u291795,6,5,0,0,web,2,0,0
u2918,48,24,40,31,mobile,0,1,12960000000
u291804,6,5,0,0,mobile,3,0,0
u291810,10,5,0,0,web,2,0,0
u291838,3,1,0,0,web,0,0,0
u291848,6,3,0,0,web,2,0,0
u291849,6,1,0,0,web,0,0,0
u291858,9,4,0,0,mobile,0,0,0
u291860,3,1,0,0,web,0,0,0
u291861,6,3,0,0,web,0,0,0
u291862,1,0,0,0,web,0,0,0
u291864,4,3,0,0,mobile,0,0,0
u291866,5,3,0,0,web,2,0,0
u291867,1,0,0,0,web,0,0,0
u291870,1,0,0,0,web,0,0,0
u291871,6,3,0,0,web,0,0,0
u291872,9,5,0,0,web,1,0,0
u291873,9,3,0,0,web,1,0,0
u291874,9,8,0,0,web,0,0,0
u291875,6,1,0,0,web,2,0,0
u291876,6,4,0,0,web,0,0,0
u291888,44,22,38,0,mobile,9,0,0
u291889,9,6,0,0,mobile,0,0,0
u291898,10,7,0,0,web,0,0,0
u291899,6,3,0,0,web,0,0,0
u2919,584,368,632,21,Unknown,819,2,23328000000
u291900,6,2,0,0,web,0,0,0
u291901,7,3,0,0,web,1,0,0
u291903,2,2,0,0,web,0,0,0
u291904,3,1,0,0,web,3,0,0
u291905,6,5,0,0,mobile,0,0,0
u291907,7,5,0,0,web,0,0,0
u291911,387,274,345,16,mobile,36,0,0
u291912,5,2,0,0,mobile,2,0,0
u291913,6,2,0,0,web,0,0,0
u291916,13,5,5,0,web,0,0,0
u291928,13,7,5,0,mobile,1,0,0
u291959,4,3,0,0,web,1,0,0
u291964,19,11,16,1,mobile,0,0,0
u291970,10,6,0,0,web,3,0,0
u291971,1,1,0,0,web,0,0,0
u2920,14,6,3,0,mobile,0,0,0
u292000,9,3,1,0,mobile,0,0,0
u292001,6,4,0,0,web,0,0,0
u292003,12,6,12,0,mobile,1,0,0
u292004,17,11,9,0,mobile,0,0,0
u292005,6,3,0,0,web,1,0,0
u292007,4,1,0,0,mobile,1,0,0
u292011,8,5,0,0,mobile,0,0,0
u292012,10,7,0,0,web,0,0,0
u292013,10,6,0,0,web,1,0,0
u292015,9,6,0,0,web,2,0,0
u292016,1,0,0,0,web,0,0,0
u292038,5,1,0,0,web,0,0,0
u292039,21,12,0,0,mobile,1,0,0
u292048,36,23,32,1,Unknown,0,1,5184000000
u292060,705,411,705,17,mobile,225,0,0
u292061,9,5,0,0,web,0,0,0
u292074,10,5,0,0,web,2,0,0
u292075,14,3,11,0,mobile,0,0,0
u2921,75,52,76,1,Unknown,4,2,6912000000
u292100,7,3,0,0,mobile,0,0,0
u292101,23,12,15,0,mobile,4,0,0
u292129,498,316,490,15,mobile,1,0,0
u292148,9,3,0,0,web,1,0,0
u292159,46,24,46,0,mobile,10,0,0
u292160,6,1,0,0,web,1,0,0
u292161,48,29,37,0,mobile,16,0,0
u292162,78,44,71,1,mobile,0,0,0
u292164,106,72,100,1,web,2,0,0
u292165,142,69,131,7,mobile,3,0,0
u292167,17,13,9,0,mobile,6,0,0
u292171,10,5,0,0,web,0,0,0
u292172,28,15,20,1,mobile,0,0,0
u292173,9,6,2,1,web,0,0,0
u292175,6,2,0,0,mobile,0,0,0
u292176,1,1,0,0,web,0,0,0
u292198,7,3,0,0,web,0,0,0
u292199,1,1,0,0,web,0,0,0
u2922,12,5,5,0,mobile,0,0,0
u292200,13,3,5,0,web,1,0,0
u292201,1,1,0,0,web,0,0,0
u292202,31,21,23,0,mobile,21,0,0
u292203,6,2,0,0,mobile,1,0,0
u292204,437,255,408,9,web,200,1,5184000000
u292205,7,4,0,0,web,2,0,0
u292206,10,3,0,0,mobile,4,0,0
u292210,199,115,192,3,mobile,2,0,0
u292211,839,483,815,30,mobile,7,1,5184000000
u292213,10,5,0,0,web,2,0,0
u292214,6,3,0,0,mobile,1,0,0
u292216,6,4,0,0,web,0,0,0
u292217,7,2,1,0,web,1,0,0
u292228,2,2,0,0,web,1,0,0
u292229,6,3,0,0,web,2,0,0
u292238,10,6,0,0,web,0,0,0
u292239,6,1,0,0,web,0,0,0
u292263,1,0,0,0,web,0,0,0
u292276,8,3,0,0,mobile,0,0,0
u292288,6,4,0,0,web,0,0,0
u2923,61,45,46,2,Unknown,22,1,6480000000
u292302,1,1,0,0,web,0,0,0
u292316,8,3,0,0,mobile,0,0,0
u292349,5,2,0,0,mobile,0,0,0
u292361,3,0,0,0,web,1,0,0
u292362,2,1,0,0,mobile,6,0,0
u292363,7,7,0,0,web,2,0,0
u292365,211,97,213,13,mobile,50,1,5184000000
u292366,10,3,0,0,web,0,0,0
u292367,38,32,26,0,mobile,0,0,0
u292370,358,256,384,20,Unknown,340,2,38880000000
u292371,6,2,0,0,mobile,0,0,0
u292372,6,2,0,0,web,1,0,0
u292374,1,0,0,0,web,1,0,0
u292376,6,3,0,0,web,0,0,0
u292389,7,4,0,2,mobile,1,0,0
u292398,8,5,0,0,web,0,0,0
u292399,9,5,0,0,web,0,0,0
u2924,35,32,36,0,mobile,14,0,0
u292400,359,254,351,15,mobile,0,0,0
u292401,10,3,0,0,web,0,0,0
u292405,330,248,340,8,mobile,6,0,0
u292407,6,4,0,0,mobile,0,0,0
u292411,11,7,11,5,Unknown,0,1,5184000000
u292412,8,3,0,0,web,0,0,0
u292414,7,3,0,0,mobile,0,0,0
u292428,1,0,0,0,mobile,0,0,0
u292429,8,4,0,0,mobile,0,0,0
u292458,8,4,0,0,mobile,0,0,0
u292464,31,15,25,2,mobile,0,0,0
u2925,28,16,22,1,mobile,18,0,0
u292504,6,0,0,0,web,1,0,0
u292505,12,7,4,0,mobile,0,0,0
u292510,1,1,0,0,web,1,0,0
u292511,61,30,53,1,mobile,0,0,0
u292539,9,5,0,0,web,3,0,0
u292548,1,1,0,0,web,0,0,0
u292549,5,2,0,0,mobile,6,0,0
u292559,15,5,1,0,mobile,0,0,0
u292561,10,5,9,0,mobile,3,0,0
u292562,8,7,0,0,web,2,0,0
u292563,37,17,19,0,mobile,0,0,0
u292564,10,4,0,0,mobile,0,0,0
u292565,9,5,0,0,mobile,6,0,0
u292566,6,2,0,0,web,0,0,0
u292567,395,273,396,21,Unknown,56,1,5184000000
u292572,6,2,0,0,mobile,1,0,0
u292573,88,45,88,1,mobile,0,0,0
u292574,8,3,0,0,mobile,1,0,0
u292575,10,3,0,0,web,24,0,0
u292576,5,5,0,0,web,0,0,0
u292577,6,4,0,0,mobile,0,0,0
u292588,10,5,0,0,web,4,0,0
u292589,44,35,38,0,mobile,3,0,0
u292598,4,0,0,0,web,1,0,0
u292599,6,2,0,0,web,0,0,0
u2926,1503,890,976,55,web,333,1,10368000000
u292600,120,73,112,7,web,8,0,0
u292603,4,1,0,0,web,0,0,0
u292604,9,3,0,0,web,0,0,0
u292606,20,8,7,0,mobile,0,0,0
u292610,11,4,0,0,web,4,0,0
u292611,10,4,0,0,mobile,0,0,0
u292612,8,2,0,0,web,0,0,0
u292613,10,4,0,0,mobile,0,0,0
u292614,8,4,0,0,web,0,0,0
u292616,6,1,0,0,web,0,0,0
u292628,18,11,10,0,mobile,2,0,0
u292629,0,0,1,0,mobile,0,0,0
u292638,8,4,0,0,web,9,0,0
u292639,45,21,39,0,mobile,19,0,0
u292666,7,1,7,0,mobile,0,0,0
u292672,7,1,0,0,mobile,0,0,0
u292699,1,0,0,0,web,5,0,0
u2927,42,16,40,0,Unknown,0,1,2592000000
u292712,6,4,0,0,web,0,0,0
u292713,7,2,0,0,web,1,0,0
u292748,7,1,0,0,web,0,0,0
u292749,6,2,0,0,mobile,0,0,0
u292759,2,1,0,0,mobile,0,0,0
u292760,10,6,0,0,web,0,0,0
u292761,10,6,0,0,web,0,0,0
u292762,14,7,3,0,mobile,0,0,0
u292763,6,2,0,0,web,1,0,0
u292764,2,1,0,0,web,0,0,0
u292765,7,4,0,0,web,0,0,0
u292766,6,2,0,0,web,1,0,0
u292767,8,4,0,0,web,0,0,0
u292771,6,3,0,0,web,0,0,0
u292772,1,1,0,0,web,2,0,0
u292773,6,3,0,0,web,0,0,0
u292774,7,3,0,0,web,0,0,0
u292775,9,4,0,0,web,0,0,0
u292776,4,2,0,0,web,0,0,0
u292777,71,41,73,3,mobile,62,0,0
u292788,6,1,0,0,web,0,0,0
u292789,6,1,0,0,web,1,0,0
u292798,6,3,0,0,web,0,0,0
u292799,6,2,0,0,web,0,0,0
u292809,7,5,0,0,web,1,0,0
u292820,6,4,0,0,web,3,0,0
u292821,305,192,261,30,Unknown,148,1,5184000000
u292822,10,9,0,0,web,0,0,0
u292823,8,4,0,0,mobile,0,0,0
u292824,5,3,0,0,mobile,2,0,0
u292825,7,3,0,0,web,2,0,0
u292827,6,3,0,0,web,0,0,0
u292830,7,5,0,0,web,1,0,0
u292831,2117,1744,1300,63,Unknown,175,1,7776000000
u292832,9,4,2,0,web,0,0,0
u292835,1255,863,1359,72,web,871,2,25920000000
u292836,11,6,1,0,mobile,0,0,0
u292841,17,3,9,0,mobile,2,0,0
u292854,3,1,0,0,web,0,0,0
u292855,10,6,0,0,web,0,0,0
u292868,6,3,0,0,mobile,0,0,0
u292896,7,3,4,0,mobile,0,0,0
u292897,17,7,13,0,mobile,0,0,0
u292908,6,2,0,0,mobile,0,0,0
u292909,3,1,0,0,web,0,0,0
u292920,10,6,3,0,mobile,0,0,0
u292921,1,1,0,0,mobile,0,0,0
u292940,6,1,0,0,web,0,0,0
u292941,80,48,74,0,mobile,0,0,0
u292943,6,0,0,0,web,0,0,0
u292947,6,1,0,0,web,0,0,0
u292951,6,3,0,0,web,0,0,0
u292954,8,4,0,0,web,1,0,0
u292955,6,5,0,0,web,0,0,0
u292956,6,2,0,0,web,0,0,0
u292957,8,5,0,0,web,0,0,0
u292968,28,16,19,0,web,0,0,0
u292969,7,2,0,0,mobile,0,0,0
u292978,40,12,31,3,mobile,0,1,5184000000
u292979,6,5,0,0,web,1,0,0
u292980,10,5,0,0,web,0,0,0
u292981,7,3,0,0,web,0,0,0
u292982,21,10,9,0,mobile,0,0,0
u292983,8,3,0,0,web,0,0,0
u292984,8,5,0,0,web,0,0,0
u292986,6,2,0,0,web,0,0,0
u292987,10,7,0,0,web,0,0,0
u292990,10,5,0,0,web,0,0,0
u292991,13,2,5,0,mobile,0,0,0
u292992,6,2,0,0,web,1,0,0
u292997,1,0,0,0,web,0,0,0
u2930,78,51,71,8,Unknown,1,1,8640000000
u293008,10,3,0,0,web,0,0,0
u293020,10,3,0,0,web,0,0,0
u293040,7,5,0,0,mobile,0,0,0
u293041,42,19,37,0,mobile,1,0,0
u293044,5,2,0,0,mobile,2,0,0
u293045,6,4,0,0,web,2,0,0
u293046,6,3,0,0,web,0,0,0
u293047,1,1,0,0,mobile,0,0,0
u293051,3,1,0,0,web,0,0,0
u293052,5,0,0,0,web,0,0,0
u293053,6,1,0,0,web,1,0,0
u293054,6,4,0,0,mobile,0,0,0
u293055,8,4,0,0,web,1,0,0
u293057,8,3,0,0,web,0,0,0
u293068,6,1,0,0,web,2,0,0
u293069,16,10,4,0,web,0,0,0
u293078,57,43,39,8,web,0,0,0
u293080,6,4,0,0,web,0,0,0
u293081,6,4,0,0,mobile,0,0,0
u293082,8,5,0,0,mobile,0,0,0
u293084,3,0,0,0,web,0,0,0
u293085,5,3,0,0,web,0,0,0
u293086,3,0,0,0,web,0,0,0
u293087,11,3,0,2,mobile,1,0,0
u293090,391,175,383,3,mobile,0,0,0
u293091,2,1,0,0,web,0,0,0
u293092,6,3,0,0,web,0,0,0
u293093,7,2,0,0,mobile,1,0,0
u293097,119,73,121,1,web,1,1,5184000000
u2931,150,93,161,0,web,234,0,0
u293108,19,13,9,0,mobile,0,0,0
u293109,151,88,146,7,mobile,32,0,0
u293119,6,3,0,0,web,0,0,0
u293125,6,3,0,0,web,2,0,0
u293126,10,9,0,0,web,0,0,0
u293130,1,0,0,0,mobile,16,0,0
u293134,4,3,0,0,mobile,0,0,0
u293135,2,1,0,0,web,9,0,0
u293136,5,1,0,0,mobile,0,0,0
u293141,195,124,198,8,mobile,71,0,0
u293155,7,4,6,0,web,0,0,0
u293168,6,3,0,0,web,2,0,0
u293169,6,1,0,0,mobile,0,0,0
u293182,345,224,336,22,mobile,73,1,5184000000
u293183,355,220,349,16,mobile,20,1,15552000000
u293196,6,5,0,0,web,1,0,0
u293197,4027,2677,4154,66,Unknown,3091,2,10368000000
u2932,134,94,133,24,Unknown,0,1,8640000000
u293222,10,4,3,0,mobile,0,0,0
u293241,6,3,0,0,mobile,0,0,0
u293244,53,28,54,0,mobile,14,0,0
u293250,13,9,2,0,mobile,2,0,0
u293255,49,31,44,0,mobile,9,0,0
u293256,6,4,0,0,mobile,0,0,0
u293268,5,1,0,0,mobile,0,0,0
u293269,3,3,0,0,web,0,0,0
u293279,455,238,448,3,mobile,4,0,0
u293280,36,20,29,1,mobile,9,0,0
u293281,10,6,0,0,web,1,0,0
u293287,5,2,0,0,mobile,0,0,0
u293290,77,59,75,0,mobile,0,0,0
u293291,2476,1650,2535,107,mobile,1207,1,15552000000
u293293,17,12,9,0,mobile,0,0,0
u293294,6,3,0,0,mobile,0,0,0
u293295,6,2,0,0,mobile,0,0,0
u293296,6,1,0,0,mobile,0,0,0
u293297,15,6,7,0,mobile,9,0,0
u2933,291,171,317,118,Unknown,221,1,8640000000
u293308,97,48,157,1,mobile,4,0,0
u293318,6,2,0,0,mobile,0,0,0
u293319,12,6,4,0,web,1,0,0
u293321,10,1,3,0,mobile,0,0,0
u293322,10,6,0,0,web,1,0,0
u293325,10,6,0,0,web,0,0,0
u293326,13,5,3,0,mobile,0,0,0
u293327,4,2,0,0,mobile,2,0,0
u293334,6,4,0,0,web,0,0,0
u293335,64,42,56,1,mobile,4,0,0
u293336,6,0,0,0,mobile,0,0,0
u293337,10,3,2,0,mobile,4,0,0
u293343,10,7,0,0,mobile,0,0,0
u293357,6,2,0,0,mobile,3,0,0
u293381,30,18,18,0,mobile,0,0,0
u293394,10,2,0,0,web,27,0,0
u293395,7,2,0,0,mobile,0,0,0
u2934,9,7,8,6,web,5,1,2592000000
u293418,6,4,0,0,web,0,0,0
u293419,5,2,0,0,mobile,0,0,0
u293424,17,9,10,0,mobile,0,0,0
u293425,2,1,0,0,web,0,0,0
u293430,5,4,0,0,mobile,0,0,0
u293431,9,5,2,0,web,4,0,0
u293440,9,5,0,0,web,4,0,0
u293441,1,0,0,0,web,0,0,0
u293442,10,7,0,0,web,0,0,0
u293443,1,0,0,0,web,0,0,0
u293444,6,1,0,0,web,0,0,0
u293445,17,9,9,0,web,2,0,0
u293446,1,0,0,0,web,0,0,0
u293447,56,20,57,1,mobile,1,0,0
u293450,1,1,0,0,web,0,0,0
u293451,9,2,0,0,web,0,0,0
u293452,1,1,0,0,web,0,0,0
u293453,6,6,0,0,web,0,0,0
u293454,6,4,0,0,web,1,0,0
u293455,97,56,89,6,mobile,0,0,0
u293456,6,2,0,0,web,0,0,0
u293468,10,5,0,0,web,0,0,0
u293469,10,4,0,0,web,0,0,0
u293478,6,3,0,0,web,0,0,0
u293479,1,1,0,0,web,0,0,0
u293481,1,0,0,0,web,0,0,0
u293482,1,1,0,0,web,0,0,0
u293483,7,1,0,0,mobile,0,0,0
u293486,8,5,0,0,web,0,0,0
u293490,7,4,0,0,web,0,0,0
u293491,1,0,0,0,web,0,0,0
u293492,1,0,0,0,web,5,0,0
u293493,10,9,0,0,web,2,0,0
u293495,2,0,0,0,web,0,0,0
u293496,993,670,1029,60,Unknown,421,1,5184000000
u293497,10,8,0,0,web,2,0,0
u2935,118,73,264,3,mobile,100,1,12960000000
u293509,6,2,0,0,web,0,0,0
u293518,7,5,0,0,mobile,0,0,0
u293519,10,6,0,0,web,1,0,0
u293522,14,8,10,0,web,0,0,0
u293525,9,4,0,0,web,1,0,0
u293526,4,1,0,0,web,1,0,0
u293527,10,7,0,0,mobile,1,0,0
u293532,6,2,0,0,mobile,6,0,0
u293533,17,8,13,0,mobile,0,0,0
u293534,7,4,0,0,mobile,0,0,0
u293535,6,2,0,0,web,6,0,0
u293536,6,2,0,0,web,0,0,0
u293545,705,421,710,12,mobile,29,0,0
u293550,12,7,9,0,mobile,0,0,0
u293551,12,6,2,0,web,3,0,0
u293578,2,1,0,0,web,0,0,0
u293587,5,3,0,0,web,20,0,0
u293592,7,5,0,0,web,2,0,0
u293593,5,2,0,0,mobile,0,0,0
u2936,261,175,256,3,Unknown,1,1,12960000000
u293627,20,13,8,0,mobile,1,0,0
u293640,7,5,0,0,web,0,0,0
u293643,5,3,0,0,mobile,0,0,0
u293644,1,1,0,0,web,0,0,0
u293645,6,1,0,0,web,0,0,0
u293647,1,0,0,0,mobile,0,0,0
u293650,6,2,0,0,web,0,0,0
u293653,80,37,77,4,Unknown,37,1,5184000000
u293668,8,4,0,0,mobile,1,0,0
u293669,6,5,0,0,web,0,0,0
u293678,6,3,0,0,web,1,0,0
u293690,6,1,0,0,web,1,0,0
u293691,22,13,11,0,mobile,0,0,0
u293692,6,5,0,0,web,1,0,0
u293694,1,0,0,0,web,0,0,0
u293696,5,2,0,0,web,2,0,0
u2937,15,9,13,6,Unknown,0,1,4320000000
