,username,num_of_questions_answered,num_of_correct_answers,num_of_explanations,num_of_lectures,devicesUsed,confidence_level,payments,duration,accuracy
6610,u281295,6,4,0,0,mobile,2,0,0.0,0.6666666666666666
6611,u281297,39,27,32,0,Unknown,0,1,1440.0,0.6923076923076923
6612,u281308,137,83,139,5,mobile,97,0,0.0,0.6058394160583942
6613,u281309,95,71,97,0,mobile,27,0,0.0,0.7473684210526316
6614,u281320,158,100,163,7,web,35,0,0.0,0.6329113924050633
6615,u281322,4,1,0,0,mobile,0,0,0.0,0.25
6616,u281326,6,3,0,0,mobile,1,0,0.0,0.5
6617,u281327,5,3,0,0,mobile,0,0,0.0,0.6
6618,u281330,75,46,63,3,mobile,27,1,1440.0,0.6133333333333333
6619,u281331,94,48,88,2,Unknown,16,1,1440.0,0.5106382978723404
6620,u281333,44,37,45,1,Unknown,0,1,1440.0,0.8409090909090909
6621,u281334,8,2,0,0,web,10,0,0.0,0.25
6622,u281335,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
6623,u281336,53,39,42,0,mobile,0,0,0.0,0.7358490566037735
6624,u281356,21,11,9,0,mobile,0,0,0.0,0.5238095238095238
6625,u281395,1251,867,1080,151,mobile,0,0,0.0,0.6930455635491607
6626,u281430,7,4,0,0,mobile,0,0,0.0,0.5714285714285714
6627,u281443,6,4,0,0,web,1,0,0.0,0.6666666666666666
6628,u281444,6,3,0,0,web,0,0,0.0,0.5
6629,u281447,15,9,0,0,mobile,1,0,0.0,0.6
6630,u281456,30,23,19,0,web,0,0,0.0,0.7666666666666667
6631,u281457,7,5,0,0,mobile,0,0,0.0,0.7142857142857143
6632,u281479,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
6633,u281482,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
6634,u281484,14,8,5,0,mobile,0,0,0.0,0.5714285714285714
6635,u281486,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
6636,u281487,8,4,1,0,mobile,0,0,0.0,0.5
6637,u281491,10,6,0,1,mobile,0,0,0.0,0.6
6638,u281493,13,2,2,0,mobile,0,0,0.0,0.15384615384615385
6639,u281494,4,1,0,0,mobile,4,0,0.0,0.25
6640,u281497,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
6641,u281518,8,3,0,0,mobile,0,0,0.0,0.375
6642,u281520,2,1,0,0,mobile,0,0,0.0,0.5
6643,u281527,8,5,0,0,mobile,0,0,0.0,0.625
6644,u281532,10,2,2,0,mobile,4,0,0.0,0.2
6645,u281534,5,3,0,0,mobile,1,0,0.0,0.6
6646,u281535,17,7,10,2,web,0,1,1440.0,0.4117647058823529
6647,u281536,2571,1716,2565,1,web,1,0,0.0,0.6674445740956826
6648,u281551,1,0,0,0,web,0,0,0.0,0.0
6649,u281578,29,18,20,0,mobile,11,0,0.0,0.6206896551724138
6650,u281579,6,2,5,1,mobile,7,0,0.0,0.3333333333333333
6651,u281586,48,26,40,0,mobile,4,0,0.0,0.5416666666666666
6652,u281587,90,58,78,2,mobile,0,0,0.0,0.6444444444444445
6653,u281592,10,8,0,0,mobile,0,0,0.0,0.8
6654,u281593,180,120,171,10,mobile,8,0,0.0,0.6666666666666666
6655,u281627,5,3,0,0,mobile,2,0,0.0,0.6
6656,u281633,87,41,86,5,Unknown,4,2,3600.0,0.47126436781609193
6657,u281640,24,13,17,0,mobile,0,0,0.0,0.5416666666666666
6658,u281642,19,10,22,0,mobile,14,0,0.0,0.5263157894736842
6659,u281643,6,2,0,0,web,0,0,0.0,0.3333333333333333
6660,u281644,31,19,20,1,mobile,8,0,0.0,0.6129032258064516
6661,u281646,10,7,0,0,mobile,0,0,0.0,0.7
6662,u281647,12,6,12,0,mobile,23,0,0.0,0.5
6663,u281650,82,57,70,8,mobile,19,1,4320.0,0.6951219512195121
6664,u281652,2,0,0,0,web,8,0,0.0,0.0
6665,u281653,6,1,0,0,web,0,0,0.0,0.16666666666666666
6666,u281654,12,3,0,0,mobile,1,0,0.0,0.25
6667,u281668,0,0,1,11,Unknown,0,1,4320.0,0.0
6668,u281669,9,6,0,0,mobile,5,0,0.0,0.6666666666666666
6669,u281680,15,5,6,0,mobile,0,0,0.0,0.3333333333333333
6670,u281684,7,0,0,0,mobile,0,0,0.0,0.0
6671,u281687,16,15,17,0,mobile,2,0,0.0,0.9375
6672,u281690,3,0,0,0,mobile,2,0,0.0,0.0
6673,u281691,6,2,0,0,mobile,5,0,0.0,0.3333333333333333
6674,u281693,30,12,11,0,mobile,2,0,0.0,0.4
6675,u281695,7,1,0,0,mobile,0,0,0.0,0.14285714285714285
6676,u281697,11,5,4,0,mobile,1,0,0.0,0.45454545454545453
6677,u281708,1,0,0,0,web,0,0,0.0,0.0
6678,u281709,20,6,19,0,web,2,0,0.0,0.3
6679,u281718,4585,3192,3075,114,Unknown,0,1,1440.0,0.6961832061068702
6680,u281720,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
6681,u281721,278,187,270,0,Unknown,0,1,2160.0,0.6726618705035972
6682,u281722,13,5,6,0,mobile,0,0,0.0,0.38461538461538464
6683,u281723,8,2,0,0,web,3,0,0.0,0.25
6684,u281724,6,4,0,0,web,0,0,0.0,0.6666666666666666
6685,u281725,13,6,3,0,mobile,16,0,0.0,0.46153846153846156
6686,u281726,10,5,0,0,web,1,0,0.0,0.5
6687,u281730,9,6,0,3,mobile,0,0,0.0,0.6666666666666666
6688,u281731,512,316,508,0,mobile,0,0,0.0,0.6171875
6689,u281732,5,2,0,0,web,0,0,0.0,0.4
6690,u281733,824,611,818,10,mobile,4,0,0.0,0.741504854368932
6691,u281734,10,3,0,0,mobile,0,0,0.0,0.3
6692,u281736,15,7,5,0,mobile,0,0,0.0,0.4666666666666667
6693,u281737,84,58,72,2,mobile,0,0,0.0,0.6904761904761905
6694,u281746,2,1,0,0,mobile,19,0,0.0,0.5
6695,u281747,72,41,70,0,mobile,21,0,0.0,0.5694444444444444
6696,u281752,2,0,0,0,mobile,0,0,0.0,0.0
6697,u281784,10,3,0,0,web,0,0,0.0,0.3
6698,u281785,31,18,24,1,mobile,0,0,0.0,0.5806451612903226
6699,u281790,6,5,0,0,mobile,0,0,0.0,0.8333333333333334
6700,u281791,1,1,0,0,web,0,0,0.0,1.0
6701,u281800,6,2,0,0,web,0,0,0.0,0.3333333333333333
6702,u281814,10,5,0,0,mobile,2,0,0.0,0.5
6703,u281815,2,1,0,0,mobile,1,0,0.0,0.5
6704,u281829,38,19,30,0,mobile,8,0,0.0,0.5
6705,u281849,5,4,0,0,web,2,0,0.0,0.8
6706,u281858,8,3,0,0,mobile,0,0,0.0,0.375
6707,u281859,7,1,0,0,web,0,0,0.0,0.14285714285714285
6708,u281860,6,3,0,0,web,0,0,0.0,0.5
6709,u281862,593,359,591,11,Unknown,171,1,1440.0,0.6053962900505903
6710,u281863,10,4,2,0,mobile,0,0,0.0,0.4
6711,u281864,6,4,0,0,web,0,0,0.0,0.6666666666666666
6712,u281865,100,59,96,0,mobile,0,0,0.0,0.59
6713,u281866,25,12,18,0,mobile,0,0,0.0,0.48
6714,u281873,38,27,38,0,mobile,0,0,0.0,0.7105263157894737
6715,u281874,11,9,12,0,Unknown,9,1,1440.0,0.8181818181818182
6716,u281899,29,18,12,0,mobile,0,0,0.0,0.6206896551724138
6717,u281901,8,3,0,0,mobile,2,0,0.0,0.375
6718,u281902,61,32,60,0,mobile,6,0,0.0,0.5245901639344263
6719,u281903,122,86,116,8,mobile,104,0,0.0,0.7049180327868853
6720,u281904,28,15,20,1,mobile,3,0,0.0,0.5357142857142857
6721,u281906,6,4,0,0,web,2,0,0.0,0.6666666666666666
6722,u281910,3,0,0,0,mobile,1,0,0.0,0.0
6723,u281911,7,4,0,0,web,0,0,0.0,0.5714285714285714
6724,u281913,161,129,150,1,mobile,0,0,0.0,0.8012422360248447
6725,u281914,5,1,0,0,web,0,0,0.0,0.2
6726,u281916,11,2,0,0,mobile,0,0,0.0,0.18181818181818182
6727,u281917,65,47,64,0,mobile,0,0,0.0,0.7230769230769231
6728,u281928,17,8,9,0,mobile,2,0,0.0,0.47058823529411764
6729,u281929,8,3,0,0,mobile,1,0,0.0,0.375
6730,u281939,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
6731,u282005,60,36,50,0,mobile,0,0,0.0,0.6
6732,u282006,587,362,597,57,Unknown,332,1,1440.0,0.616695059625213
6733,u282011,17,8,10,1,mobile,0,0,0.0,0.47058823529411764
6734,u282012,7,3,0,0,web,0,0,0.0,0.42857142857142855
6735,u282013,153,108,175,2,mobile,398,1,2160.0,0.7058823529411765
6736,u282016,8,5,0,0,mobile,0,0,0.0,0.625
6737,u282017,1388,891,1392,20,web,3,0,0.0,0.6419308357348703
6738,u282028,7,3,0,0,web,0,0,0.0,0.42857142857142855
6739,u282029,13,4,2,0,mobile,0,0,0.0,0.3076923076923077
6740,u282039,6,3,0,0,mobile,0,0,0.0,0.5
6741,u282105,62,45,62,34,web,0,0,0.0,0.7258064516129032
6742,u282158,10,4,0,0,web,1,0,0.0,0.4
6743,u282159,202,124,193,40,Unknown,109,1,2160.0,0.6138613861386139
6744,u282162,17,6,5,0,mobile,0,0,0.0,0.35294117647058826
6745,u282164,7,2,0,0,mobile,3,0,0.0,0.2857142857142857
6746,u282165,17,9,10,0,mobile,0,0,0.0,0.5294117647058824
6747,u282167,7,3,7,4,mobile,1,0,0.0,0.42857142857142855
6748,u282170,33,14,35,0,mobile,21,0,0.0,0.42424242424242425
6749,u282173,51,30,41,0,mobile,1,0,0.0,0.5882352941176471
6750,u282175,8,5,0,0,mobile,0,0,0.0,0.625
6751,u282177,5,2,0,0,mobile,0,0,0.0,0.4
6752,u282189,9,5,0,0,mobile,0,0,0.0,0.5555555555555556
6753,u282198,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
6754,u282199,5,1,0,0,mobile,0,0,0.0,0.2
6755,u2822,31,11,18,0,mobile,4,0,0.0,0.3548387096774194
6756,u282200,78,34,68,0,mobile,3,0,0.0,0.4358974358974359
6757,u282201,21,11,8,6,Unknown,1,1,1440.0,0.5238095238095238
6758,u282205,263,159,259,18,mobile,13,1,4320.0,0.6045627376425855
6759,u282210,11,9,0,1,mobile,0,0,0.0,0.8181818181818182
6760,u282212,22,12,19,0,mobile,21,0,0.0,0.5454545454545454
6761,u282216,6,0,0,0,mobile,0,0,0.0,0.0
6762,u282217,6,3,0,0,mobile,0,0,0.0,0.5
6763,u282228,68,39,59,1,mobile,2,0,0.0,0.5735294117647058
6764,u282239,4,1,0,0,mobile,0,0,0.0,0.25
6765,u282299,67,48,67,0,mobile,0,0,0.0,0.7164179104477612
6766,u2823,73,38,65,30,Unknown,8,1,2400.0,0.5205479452054794
6767,u282349,8,5,0,0,mobile,0,0,0.0,0.625
6768,u282360,27,8,19,0,mobile,2,0,0.0,0.2962962962962963
6769,u282362,43,25,36,0,mobile,2,0,0.0,0.5813953488372093
6770,u282363,6,1,6,0,Unknown,0,1,1440.0,0.16666666666666666
6771,u282366,3,2,1,0,mobile,0,0,0.0,0.6666666666666666
6772,u282370,7,4,0,0,web,0,0,0.0,0.5714285714285714
6773,u282371,10,5,0,0,web,0,0,0.0,0.5
6774,u282373,6,2,0,0,web,0,0,0.0,0.3333333333333333
6775,u282376,20,13,8,0,mobile,0,0,0.0,0.65
6776,u282388,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
6777,u282398,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
6778,u282400,37,27,29,0,mobile,2,0,0.0,0.7297297297297297
6779,u282402,17,7,10,0,web,1,0,0.0,0.4117647058823529
6780,u282403,10,6,0,0,mobile,0,0,0.0,0.6
6781,u282405,933,647,948,24,mobile,307,0,0.0,0.6934619506966774
6782,u282407,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
6783,u282413,145,70,135,0,web,75,1,1440.0,0.4827586206896552
6784,u282414,7,1,0,0,web,1,0,0.0,0.14285714285714285
6785,u282438,129,75,121,6,mobile,0,0,0.0,0.5813953488372093
6786,u282439,297,188,285,13,mobile,7,0,0.0,0.632996632996633
6787,u282461,22,15,14,0,mobile,0,0,0.0,0.6818181818181818
6788,u282501,10,2,3,0,mobile,0,0,0.0,0.2
6789,u282528,5,1,0,0,mobile,0,0,0.0,0.2
6790,u282561,94,65,95,4,mobile,45,2,3840.0,0.6914893617021277
6791,u282562,710,404,712,62,Unknown,320,1,2160.0,0.5690140845070423
6792,u282564,6,0,0,0,mobile,0,0,0.0,0.0
6793,u282565,6,4,0,0,mobile,0,0,0.0,0.6666666666666666
6794,u282566,3,3,0,0,mobile,0,0,0.0,1.0
6795,u282567,93,66,87,0,mobile,9,0,0.0,0.7096774193548387
6796,u282572,6,3,0,0,mobile,0,0,0.0,0.5
6797,u282574,6,4,0,0,mobile,1,0,0.0,0.6666666666666666
6798,u282575,15,9,8,0,mobile,0,0,0.0,0.6
6799,u282576,7,4,0,0,web,0,1,2160.0,0.5714285714285714
6800,u282577,487,324,572,106,mobile,998,1,4320.0,0.6652977412731006
6801,u282588,4,3,0,0,mobile,0,0,0.0,0.75
6802,u282599,3,1,0,0,web,0,0,0.0,0.3333333333333333
6803,u282602,7,2,0,0,mobile,0,0,0.0,0.2857142857142857
6804,u282605,30,18,16,0,mobile,0,0,0.0,0.6
6805,u282606,7,1,1,0,mobile,0,0,0.0,0.14285714285714285
6806,u282610,10,5,0,0,mobile,0,0,0.0,0.5
6807,u282611,185,127,180,5,Unknown,0,1,1440.0,0.6864864864864865
6808,u282612,11,4,3,0,mobile,0,0,0.0,0.36363636363636365
6809,u282613,7,2,5,0,mobile,0,0,0.0,0.2857142857142857
6810,u282617,112,69,108,1,mobile,12,0,0.0,0.6160714285714286
6811,u282629,51,37,43,0,mobile,2,0,0.0,0.7254901960784313
6812,u282688,10,5,3,0,mobile,2,0,0.0,0.5
6813,u282716,20,14,10,0,mobile,0,0,0.0,0.7
6814,u282749,15,8,4,0,mobile,1,0,0.0,0.5333333333333333
6815,u282759,7,2,7,0,web,41,0,0.0,0.2857142857142857
6816,u282760,3,0,0,0,mobile,4,0,0.0,0.0
6817,u282761,6,4,0,0,mobile,0,0,0.0,0.6666666666666666
6818,u282762,7,3,1,0,Unknown,0,1,2400.0,0.42857142857142855
6819,u282764,2,0,0,0,mobile,0,0,0.0,0.0
6820,u282765,6,5,0,0,mobile,1,0,0.0,0.8333333333333334
6821,u282766,11,4,0,0,mobile,0,0,0.0,0.36363636363636365
6822,u282770,53,35,33,3,Unknown,25,1,2160.0,0.660377358490566
6823,u282772,138,74,127,2,Unknown,0,1,4320.0,0.5362318840579711
6824,u282774,6,4,0,0,mobile,5,0,0.0,0.6666666666666666
6825,u282775,10,5,0,0,web,0,0,0.0,0.5
6826,u282789,6,0,0,0,mobile,0,0,0.0,0.0
6827,u282808,246,188,229,2,web,0,0,0.0,0.7642276422764228
6828,u282818,6,4,0,0,web,1,0,0.0,0.6666666666666666
6829,u282820,13,5,4,0,mobile,5,0,0.0,0.38461538461538464
6830,u282822,6,1,0,0,mobile,0,0,0.0,0.16666666666666666
6831,u282826,3,1,0,0,mobile,7,0,0.0,0.3333333333333333
6832,u282830,10,4,0,0,mobile,0,0,0.0,0.4
6833,u282831,26,16,16,0,mobile,1,0,0.0,0.6153846153846154
6834,u282832,6,3,0,0,web,2,0,0.0,0.5
6835,u282833,699,476,701,9,mobile,224,0,0.0,0.6809728183118741
6836,u282834,6,3,0,0,mobile,0,0,0.0,0.5
6837,u282836,741,422,739,9,mobile,69,0,0.0,0.5695006747638327
6838,u282837,8,5,0,0,web,0,0,0.0,0.625
6839,u282850,10,3,0,0,web,0,0,0.0,0.3
6840,u282893,9,4,0,0,web,0,0,0.0,0.4444444444444444
6841,u282919,6,3,0,0,mobile,0,0,0.0,0.5
6842,u282924,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
6843,u282925,6,3,0,0,web,0,0,0.0,0.5
6844,u282931,2,0,0,0,web,0,0,0.0,0.0
6845,u282941,655,465,647,8,mobile,6,0,0.0,0.7099236641221374
6846,u282943,31,14,20,1,web,4,0,0.0,0.45161290322580644
6847,u282944,9,6,4,0,mobile,10,0,0.0,0.6666666666666666
6848,u282945,354,266,350,8,mobile,2,0,0.0,0.751412429378531
6849,u282947,296,191,179,23,web,991,1,4320.0,0.6452702702702703
6850,u282950,0,0,0,0,mobile,13,0,0.0,0.0
6851,u282952,16,11,9,0,mobile,0,0,0.0,0.6875
6852,u282953,7,4,0,0,mobile,1,0,0.0,0.5714285714285714
6853,u282954,10,5,0,0,web,0,0,0.0,0.5
6854,u282955,6,3,0,0,mobile,0,0,0.0,0.5
6855,u282957,8,5,0,0,web,0,0,0.0,0.625
6856,u282969,13,8,1,0,web,0,0,0.0,0.6153846153846154
6857,u282979,1034,683,899,134,Unknown,640,1,2160.0,0.660541586073501
6858,u282981,58,27,39,3,mobile,0,0,0.0,0.46551724137931033
6859,u282984,21,12,21,0,mobile,0,0,0.0,0.5714285714285714
6860,u282987,6,2,0,0,web,0,0,0.0,0.3333333333333333
6861,u282991,2,1,0,0,web,0,0,0.0,0.5
6862,u282992,1354,1048,1353,40,mobile,167,0,0.0,0.7740029542097489
6863,u282993,2,2,0,0,web,0,0,0.0,1.0
6864,u282995,47,25,39,1,mobile,0,0,0.0,0.5319148936170213
6865,u283024,342,213,344,15,mobile,0,0,0.0,0.6228070175438597
6866,u283025,10,7,0,0,mobile,0,0,0.0,0.7
6867,u283030,46,30,40,1,mobile,10,0,0.0,0.6521739130434783
6868,u283031,1,0,0,0,mobile,0,0,0.0,0.0
6869,u283040,7,4,0,0,web,0,0,0.0,0.5714285714285714
6870,u283041,8,3,0,0,web,0,0,0.0,0.375
6871,u283042,6,4,0,0,mobile,0,0,0.0,0.6666666666666666
6872,u283043,8,3,0,0,mobile,0,0,0.0,0.375
6873,u283045,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
6874,u283046,6,2,0,0,web,0,0,0.0,0.3333333333333333
6875,u283047,4,1,0,0,mobile,0,0,0.0,0.25
6876,u283051,7,5,5,0,mobile,0,0,0.0,0.7142857142857143
6877,u283053,1,0,0,0,web,1,0,0.0,0.0
6878,u283054,9,3,0,0,mobile,0,0,0.0,0.3333333333333333
6879,u283056,1067,602,1065,80,mobile,8,0,0.0,0.5641986879100281
6880,u283057,7,4,0,0,web,1,0,0.0,0.5714285714285714
6881,u283068,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
6882,u283078,10,3,0,0,web,0,0,0.0,0.3
6883,u283082,20,8,10,0,mobile,1,0,0.0,0.4
6884,u283084,239,154,239,8,mobile,1,1,2400.0,0.6443514644351465
6885,u283085,129,64,122,1,mobile,20,0,0.0,0.49612403100775193
6886,u283086,25,16,16,0,mobile,0,0,0.0,0.64
6887,u283096,0,0,0,0,mobile,3,0,0.0,0.0
6888,u283097,2,1,0,0,mobile,0,0,0.0,0.5
6889,u283109,8,4,0,0,web,0,0,0.0,0.5
6890,u283118,6,2,0,0,web,0,0,0.0,0.3333333333333333
6891,u283119,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
6892,u283121,208,106,222,0,mobile,259,0,0.0,0.5096153846153846
6893,u283122,2,0,1,0,Unknown,0,1,4320.0,0.0
6894,u283124,13,10,1,0,mobile,0,0,0.0,0.7692307692307693
6895,u283125,6,3,0,0,web,1,0,0.0,0.5
6896,u283127,7,2,0,0,web,0,0,0.0,0.2857142857142857
6897,u283131,1,0,0,0,mobile,0,0,0.0,0.0
6898,u283132,11,6,2,0,web,7,0,0.0,0.5454545454545454
6899,u283133,6,4,0,0,web,0,0,0.0,0.6666666666666666
6900,u283135,150,101,143,1,mobile,0,0,0.0,0.6733333333333333
6901,u283151,27,13,9,0,mobile,4,0,0.0,0.48148148148148145
6902,u283178,6,3,0,0,mobile,0,0,0.0,0.5
6903,u283186,5,3,0,0,mobile,0,0,0.0,0.6
6904,u283193,6,3,0,0,mobile,0,0,0.0,0.5
6905,u283241,3,1,0,0,web,0,0,0.0,0.3333333333333333
6906,u283242,259,199,259,1,mobile,0,0,0.0,0.7683397683397684
6907,u283244,7,5,0,0,mobile,0,0,0.0,0.7142857142857143
6908,u283247,6,1,0,0,mobile,3,0,0.0,0.16666666666666666
6909,u283251,2,0,0,0,web,0,0,0.0,0.0
6910,u283254,10,2,1,0,web,15,0,0.0,0.2
6911,u283255,778,531,960,25,mobile,1087,1,1440.0,0.6825192802056556
6912,u283256,142,97,41,0,Unknown,0,1,1440.0,0.6830985915492958
6913,u283257,10,2,0,0,mobile,0,0,0.0,0.2
6914,u283279,596,383,604,88,Unknown,213,1,2160.0,0.6426174496644296
6915,u283280,6,2,0,0,web,0,0,0.0,0.3333333333333333
6916,u283282,1,0,0,0,web,1,0,0.0,0.0
6917,u283283,5,1,0,0,mobile,2,0,0.0,0.2
6918,u283285,1516,999,962,57,Unknown,645,1,1440.0,0.6589709762532981
6919,u283287,11,4,3,0,mobile,0,0,0.0,0.36363636363636365
6920,u283290,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
6921,u283295,13,7,5,0,mobile,1,0,0.0,0.5384615384615384
6922,u283296,6,1,0,0,web,0,0,0.0,0.16666666666666666
6923,u283308,6,4,0,0,web,0,0,0.0,0.6666666666666666
6924,u283309,17,9,10,0,mobile,0,0,0.0,0.5294117647058824
6925,u283319,10,7,0,0,mobile,2,0,0.0,0.7
6926,u283320,178,74,171,3,mobile,1,0,0.0,0.4157303370786517
6927,u283323,2,0,0,0,mobile,2,0,0.0,0.0
6928,u283325,1116,789,1064,4,mobile,205,1,1200.0,0.706989247311828
6929,u283326,4,3,0,0,mobile,0,0,0.0,0.75
6930,u283327,65,35,14,3,web,3,0,0.0,0.5384615384615384
6931,u283330,154,118,149,2,mobile,1,0,0.0,0.7662337662337663
6932,u283331,10,6,0,0,mobile,0,0,0.0,0.6
6933,u283333,4,1,0,0,web,12,0,0.0,0.25
6934,u283334,7,1,0,0,mobile,0,0,0.0,0.14285714285714285
6935,u283335,30,20,23,0,mobile,0,0,0.0,0.6666666666666666
6936,u283336,13,5,3,0,mobile,0,0,0.0,0.38461538461538464
6937,u283346,6,2,0,0,web,0,0,0.0,0.3333333333333333
6938,u283347,4,1,0,0,web,0,0,0.0,0.25
6939,u283352,32,24,23,0,mobile,3,0,0.0,0.75
6940,u283385,5,1,0,0,mobile,0,0,0.0,0.2
6941,u283408,16,9,2,0,mobile,0,0,0.0,0.5625
6942,u283409,773,526,776,78,Unknown,257,2,7200.0,0.6804657179818887
6943,u283420,6,2,0,0,web,0,0,0.0,0.3333333333333333
6944,u283421,10,4,0,0,web,0,0,0.0,0.4
6945,u283434,21,11,10,0,mobile,1,0,0.0,0.5238095238095238
6946,u283435,6,3,0,0,web,0,0,0.0,0.5
6947,u283440,17,11,11,0,mobile,0,0,0.0,0.6470588235294118
6948,u283441,9,4,0,0,mobile,0,0,0.0,0.4444444444444444
6949,u283442,6,2,0,0,web,2,0,0.0,0.3333333333333333
6950,u283443,5,1,0,0,web,3,0,0.0,0.2
6951,u283444,10,5,0,0,web,0,0,0.0,0.5
6952,u283445,2,2,0,0,web,0,0,0.0,1.0
6953,u283452,1,0,0,0,mobile,0,0,0.0,0.0
6954,u283453,7,5,4,1,mobile,0,0,0.0,0.7142857142857143
6955,u283455,24,12,24,0,web,0,0,0.0,0.5
6956,u283456,13,5,5,0,mobile,0,0,0.0,0.38461538461538464
6957,u283468,1,0,0,0,web,0,0,0.0,0.0
6958,u283478,9,4,0,0,web,0,0,0.0,0.4444444444444444
6959,u283479,426,300,424,14,mobile,121,0,0.0,0.704225352112676
6960,u283480,6,1,0,0,web,1,0,0.0,0.16666666666666666
6961,u283481,13,3,6,0,mobile,0,0,0.0,0.23076923076923078
6962,u283482,6,3,0,0,web,0,0,0.0,0.5
6963,u283483,10,5,0,0,web,0,0,0.0,0.5
6964,u283487,1,1,0,0,web,0,0,0.0,1.0
6965,u283490,10,1,0,0,web,0,0,0.0,0.1
6966,u283491,7,5,0,0,web,1,0,0.0,0.7142857142857143
6967,u283492,6,3,0,0,web,1,0,0.0,0.5
6968,u283493,6,3,0,0,web,2,0,0.0,0.5
6969,u283495,199,119,190,12,mobile,5,0,0.0,0.5979899497487438
6970,u283496,6,1,0,0,web,1,0,0.0,0.16666666666666666
6971,u283508,27,14,19,0,mobile,4,0,0.0,0.5185185185185185
6972,u283518,10,7,0,0,web,0,0,0.0,0.7
6973,u283519,6,3,0,0,web,0,0,0.0,0.5
6974,u283520,17,14,10,0,mobile,0,0,0.0,0.8235294117647058
6975,u283521,9,7,0,0,web,3,0,0.0,0.7777777777777778
6976,u283522,5,3,0,0,web,17,0,0.0,0.6
6977,u283524,1,1,0,0,web,0,0,0.0,1.0
6978,u283526,9,6,0,0,web,0,0,0.0,0.6666666666666666
6979,u283527,3,2,0,0,web,0,0,0.0,0.6666666666666666
6980,u283530,6,1,0,0,web,0,0,0.0,0.16666666666666666
6981,u283531,2,1,0,0,web,0,0,0.0,0.5
6982,u283532,6,1,0,0,web,0,0,0.0,0.16666666666666666
6983,u283533,6,2,0,0,web,0,0,0.0,0.3333333333333333
6984,u283534,1,0,0,0,web,0,0,0.0,0.0
6985,u283536,1,0,0,0,web,3,0,0.0,0.0
6986,u283537,3,1,0,0,mobile,6,0,0.0,0.3333333333333333
6987,u283555,8,2,0,0,web,0,0,0.0,0.25
6988,u283569,10,6,0,0,web,0,0,0.0,0.6
6989,u283596,6,3,0,0,mobile,0,0,0.0,0.5
6990,u2836,607,365,644,27,mobile,5,2,3120.0,0.6013179571663921
6991,u283622,6,1,0,0,web,3,0,0.0,0.16666666666666666
6992,u283623,6,4,0,0,web,1,0,0.0,0.6666666666666666
6993,u283636,7,2,0,0,web,7,0,0.0,0.2857142857142857
6994,u283641,7,4,6,0,web,3,0,0.0,0.5714285714285714
6995,u283642,6,3,0,0,web,0,0,0.0,0.5
6996,u283644,10,3,0,0,web,7,0,0.0,0.3
6997,u283645,95,48,92,6,mobile,33,0,0.0,0.5052631578947369
6998,u283650,6,2,0,0,web,0,0,0.0,0.3333333333333333
6999,u283651,16,2,4,0,mobile,0,0,0.0,0.125
7000,u283652,6,3,0,0,web,0,0,0.0,0.5
7001,u283653,4,3,0,0,web,3,0,0.0,0.75
7002,u283654,6,3,0,0,web,0,0,0.0,0.5
7003,u283655,6,4,0,0,web,0,0,0.0,0.6666666666666666
7004,u283656,6,3,0,0,web,3,0,0.0,0.5
7005,u283668,162,102,160,11,mobile,2,0,0.0,0.6296296296296297
7006,u283669,6,4,0,0,web,0,0,0.0,0.6666666666666666
7007,u283678,255,111,250,18,mobile,151,0,0.0,0.43529411764705883
7008,u283680,1,1,0,0,web,0,0,0.0,1.0
7009,u283681,8,3,0,0,mobile,0,0,0.0,0.375
7010,u283682,9,6,0,0,web,0,0,0.0,0.6666666666666666
7011,u283687,9,1,0,0,mobile,1,0,0.0,0.1111111111111111
7012,u283690,7,4,0,0,mobile,0,0,0.0,0.5714285714285714
7013,u283694,10,5,1,0,web,0,0,0.0,0.5
7014,u283695,488,334,475,13,web,1,1,2160.0,0.6844262295081968
7015,u283696,2,1,0,0,mobile,22,0,0.0,0.5
7016,u283697,141,86,133,1,mobile,0,0,0.0,0.6099290780141844
7017,u2837,188,133,180,2,mobile,0,1,1800.0,0.7074468085106383
7018,u283708,6,2,0,0,web,3,0,0.0,0.3333333333333333
7019,u283709,5,2,0,0,mobile,0,0,0.0,0.4
7020,u283718,6,2,0,0,web,0,0,0.0,0.3333333333333333
7021,u283719,6,3,0,0,web,0,0,0.0,0.5
7022,u283720,6,4,0,0,web,0,0,0.0,0.6666666666666666
7023,u283721,21,8,9,0,web,15,0,0.0,0.38095238095238093
7024,u283722,8,3,0,0,web,1,0,0.0,0.375
